task_id,action_type,agent_confidence,user_past_accept_rate,action_reversibility,deviation_from_routine,accept_label,_generating_rule
style_synth_00959,pay_bill,0.888,0.522,0.644,0.156,1,confident_default_accept
style_synth_00960,send_reminder,0.691,0.329,0.993,0.323,0,low_confidence_default_reject
style_synth_00961,reorganize_files,0.865,0.712,0.71,0.205,1,high_trust_high_conf
style_synth_00962,reorganize_files,0.553,0.676,0.944,0.313,1,low_confidence_default_reject
style_synth_00963,send_reminder,0.897,0.34,0.045,0.045,1,confident_default_accept
style_synth_00964,reorganize_files,0.753,0.681,0.725,0.151,1,confident_default_accept
style_synth_00965,send_reminder,0.828,0.74,0.017,0.093,0,risky_irreversible_low_conf
style_synth_00966,send_reminder,0.761,0.399,0.905,0.143,1,confident_default_accept
style_synth_00967,pay_bill,0.747,0.565,0.562,0.218,1,confident_default_accept
style_synth_00968,send_reminder,0.78,0.559,0.66,0.318,1,confident_default_accept
style_synth_00969,pay_bill,0.638,0.436,0.133,0.607,0,risky_irreversible_low_conf
style_synth_00970,send_reminder,0.782,0.239,0.572,0.547,0,low_trust_user
style_synth_00971,schedule_event,0.588,0.357,0.097,0.362,0,risky_irreversible_low_conf
style_synth_00972,send_reminder,0.797,0.604,0.053,0.253,0,risky_irreversible_low_conf
style_synth_00973,pay_bill,0.442,0.943,0.126,0.291,0,risky_irreversible_low_conf
style_synth_00974,schedule_event,0.873,0.726,0.328,0.403,1,high_trust_high_conf
style_synth_00975,pay_bill,0.617,0.666,0.641,0.115,0,low_confidence_default_reject
style_synth_00976,schedule_event,0.728,0.914,0.81,0.19,1,high_trust_high_conf
style_synth_00977,send_reminder,0.621,0.313,0.413,0.2,0,low_confidence_default_reject
style_synth_00978,draft_message,0.683,0.322,0.071,0.21,0,risky_irreversible_low_conf
style_synth_00979,pay_bill,0.504,0.388,0.337,0.054,0,low_confidence_default_reject
style_synth_00980,pay_bill,0.833,0.313,0.85,0.466,1,confident_default_accept
style_synth_00981,reorganize_files,0.882,0.478,0.01,0.141,1,confident_default_accept
style_synth_00982,schedule_event,0.926,0.855,0.019,0.407,1,high_trust_high_conf
style_synth_00983,schedule_event,0.596,0.577,0.7,0.085,0,low_confidence_default_reject
style_synth_00984,draft_message,0.703,0.178,0.845,0.134,0,low_trust_user
style_synth_00985,draft_message,0.671,0.393,0.216,0.281,0,risky_irreversible_low_conf
style_synth_00986,draft_message,0.666,0.336,0.99,0.118,0,low_confidence_default_reject
style_synth_00987,pay_bill,0.888,0.57,0.941,0.523,1,confident_default_accept
style_synth_00988,draft_message,0.634,0.375,0.662,0.297,0,low_confidence_default_reject
style_synth_00989,pay_bill,0.431,0.771,0.493,0.153,0,low_confidence_default_reject
style_synth_00990,send_reminder,0.733,0.758,0.032,0.066,0,risky_irreversible_low_conf
style_synth_00991,schedule_event,0.726,0.523,0.795,0.198,1,confident_default_accept
style_synth_00992,draft_message,0.946,0.759,0.953,0.095,1,high_trust_high_conf
style_synth_00993,pay_bill,0.847,0.494,0.226,0.227,0,risky_irreversible_low_conf
style_synth_00994,pay_bill,0.496,0.804,0.112,0.303,0,risky_irreversible_low_conf
style_synth_00995,draft_message,0.633,0.455,0.917,0.223,1,low_confidence_default_reject
style_synth_00996,reorganize_files,0.878,0.307,0.995,0.125,1,confident_default_accept
style_synth_00997,pay_bill,0.685,0.642,0.277,0.376,0,risky_irreversible_low_conf
style_synth_00998,send_reminder,0.629,0.823,0.979,0.291,0,low_confidence_default_reject
style_synth_00999,reorganize_files,0.883,0.78,0.131,0.227,1,high_trust_high_conf
style_synth_01000,schedule_event,0.802,0.539,0.071,0.039,0,risky_irreversible_low_conf
style_synth_01001,schedule_event,0.651,0.402,0.785,0.135,1,low_confidence_default_reject
style_synth_01002,reorganize_files,0.898,0.826,0.394,0.085,0,high_trust_high_conf
style_synth_01003,send_reminder,0.774,0.502,0.225,0.212,0,risky_irreversible_low_conf
style_synth_01004,pay_bill,0.837,0.471,0.665,0.349,1,confident_default_accept
style_synth_01005,schedule_event,0.665,0.418,0.264,0.21,0,risky_irreversible_low_conf
style_synth_01006,draft_message,0.939,0.446,0.202,0.58,1,confident_default_accept
style_synth_01007,send_reminder,0.463,0.448,0.796,0.188,0,low_confidence_default_reject
style_synth_01008,draft_message,0.645,0.488,0.962,0.104,0,low_confidence_default_reject
style_synth_01009,draft_message,0.92,0.749,0.787,0.281,1,high_trust_high_conf
style_synth_01010,pay_bill,0.511,0.84,0.123,0.361,0,risky_irreversible_low_conf
style_synth_01011,pay_bill,0.911,0.777,0.22,0.03,1,high_trust_high_conf
style_synth_01012,draft_message,0.535,0.204,0.26,0.453,0,risky_irreversible_low_conf
style_synth_01013,pay_bill,0.754,0.42,0.905,0.287,1,confident_default_accept
style_synth_01014,pay_bill,0.932,0.487,0.063,0.503,1,confident_default_accept
style_synth_01015,pay_bill,0.529,0.392,0.574,0.57,0,low_confidence_default_reject
style_synth_01016,schedule_event,0.944,0.426,0.391,0.321,1,confident_default_accept
style_synth_01017,pay_bill,0.829,0.744,0.64,0.378,1,high_trust_high_conf
style_synth_01018,send_reminder,0.351,0.809,0.129,0.291,0,risky_irreversible_low_conf
style_synth_01019,schedule_event,0.723,0.44,0.83,0.151,1,confident_default_accept
style_synth_01020,send_reminder,0.884,0.556,0.707,0.126,1,confident_default_accept
style_synth_01021,draft_message,0.455,0.803,0.754,0.229,0,low_confidence_default_reject
style_synth_01022,send_reminder,0.77,0.675,0.993,0.421,1,confident_default_accept
style_synth_01023,reorganize_files,0.393,0.779,0.148,0.444,0,risky_irreversible_low_conf
style_synth_01024,reorganize_files,0.83,0.677,0.174,0.542,0,risky_irreversible_low_conf
style_synth_01025,schedule_event,0.799,0.445,0.592,0.149,1,confident_default_accept
style_synth_01026,reorganize_files,0.976,0.337,0.662,0.188,1,confident_default_accept
style_synth_01027,send_reminder,0.607,0.724,0.491,0.251,0,low_confidence_default_reject
style_synth_01028,reorganize_files,0.775,0.722,0.698,0.35,1,high_trust_high_conf
style_synth_01029,pay_bill,0.312,0.695,0.586,0.257,0,low_confidence_default_reject
style_synth_01030,draft_message,0.766,0.455,0.401,0.171,1,confident_default_accept
style_synth_01031,pay_bill,0.727,0.887,0.975,0.483,1,high_trust_high_conf
style_synth_01032,pay_bill,0.809,0.904,0.11,0.251,0,risky_irreversible_low_conf
style_synth_01033,schedule_event,0.797,0.537,0.33,0.087,1,confident_default_accept
style_synth_01034,draft_message,0.861,0.71,0.834,0.303,1,high_trust_high_conf
style_synth_01035,schedule_event,0.64,0.485,0.605,0.266,0,low_confidence_default_reject
style_synth_01036,draft_message,0.381,0.174,0.479,0.233,0,low_trust_user
style_synth_01037,reorganize_files,0.632,0.72,0.433,0.308,0,low_confidence_default_reject
style_synth_01038,schedule_event,0.659,0.398,0.864,0.409,0,low_confidence_default_reject
style_synth_01039,reorganize_files,0.76,0.524,0.223,0.42,0,risky_irreversible_low_conf
style_synth_01040,pay_bill,0.564,0.7,0.663,0.323,0,low_confidence_default_reject
style_synth_01041,send_reminder,0.731,0.822,0.959,0.244,1,high_trust_high_conf
style_synth_01042,draft_message,0.674,0.836,0.61,0.277,0,low_confidence_default_reject
style_synth_01043,pay_bill,0.757,0.538,0.468,0.065,1,confident_default_accept
style_synth_01044,schedule_event,0.529,0.632,0.174,0.56,0,risky_irreversible_low_conf
style_synth_01045,send_reminder,0.735,0.66,0.068,0.35,0,risky_irreversible_low_conf
style_synth_01046,pay_bill,0.903,0.754,0.463,0.474,1,high_trust_high_conf
style_synth_01047,send_reminder,0.56,0.605,0.148,0.402,1,risky_irreversible_low_conf
style_synth_01048,send_reminder,0.831,0.549,0.247,0.161,0,risky_irreversible_low_conf
style_synth_01049,schedule_event,0.883,0.624,0.743,0.039,1,confident_default_accept
style_synth_01050,schedule_event,0.758,0.713,0.598,0.592,1,high_trust_high_conf
style_synth_01051,reorganize_files,0.851,0.738,0.383,0.321,0,high_trust_high_conf
style_synth_01052,send_reminder,0.775,0.239,0.766,0.339,0,low_trust_user
style_synth_01053,pay_bill,0.824,0.725,0.921,0.396,1,high_trust_high_conf
style_synth_01054,reorganize_files,0.501,0.666,0.158,0.389,0,risky_irreversible_low_conf
style_synth_01055,reorganize_files,0.718,0.674,0.72,0.082,1,confident_default_accept
style_synth_01056,pay_bill,0.568,0.554,0.205,0.14,0,risky_irreversible_low_conf
style_synth_01057,pay_bill,0.713,0.337,0.113,0.244,0,risky_irreversible_low_conf
style_synth_01058,reorganize_files,0.74,0.402,0.837,0.012,1,confident_default_accept
style_synth_01059,reorganize_files,0.816,0.555,0.946,0.181,1,confident_default_accept
style_synth_01060,pay_bill,0.591,0.788,0.306,0.068,0,low_confidence_default_reject
style_synth_01061,schedule_event,0.641,0.842,0.615,0.117,0,low_confidence_default_reject
style_synth_01062,send_reminder,0.895,0.68,0.422,0.198,1,confident_default_accept
style_synth_01063,send_reminder,0.822,0.345,0.886,0.008,1,confident_default_accept
style_synth_01064,send_reminder,0.623,0.42,0.858,0.076,0,low_confidence_default_reject
style_synth_01065,reorganize_files,0.875,0.534,0.883,0.557,1,confident_default_accept
style_synth_01066,send_reminder,0.835,0.318,0.673,0.621,0,novel_action_distrust
style_synth_01067,send_reminder,0.551,0.239,0.651,0.285,1,low_trust_user
style_synth_01068,send_reminder,0.917,0.795,0.695,0.202,1,high_trust_high_conf
style_synth_01069,draft_message,0.544,0.56,0.534,0.49,0,low_confidence_default_reject
style_synth_01070,reorganize_files,0.561,0.373,0.628,0.034,0,low_confidence_default_reject
style_synth_01071,schedule_event,0.867,0.632,0.574,0.667,0,novel_action_distrust
style_synth_01072,reorganize_files,0.57,0.532,0.802,0.279,0,low_confidence_default_reject
style_synth_01073,reorganize_files,0.764,0.824,0.01,0.334,1,risky_irreversible_low_conf
style_synth_01074,pay_bill,0.903,0.514,0.834,0.303,1,confident_default_accept
style_synth_01075,send_reminder,0.905,0.745,0.474,0.673,1,high_trust_high_conf
style_synth_01076,pay_bill,0.41,0.341,0.102,0.618,0,risky_irreversible_low_conf
style_synth_01077,draft_message,0.796,0.638,0.294,0.194,0,risky_irreversible_low_conf
style_synth_01078,schedule_event,0.454,0.401,0.688,0.087,0,low_confidence_default_reject
style_synth_01079,send_reminder,0.747,0.816,0.039,0.217,0,risky_irreversible_low_conf
style_synth_01080,reorganize_files,0.934,0.394,0.793,0.227,1,confident_default_accept
style_synth_01081,pay_bill,0.913,0.892,0.969,0.266,1,high_trust_high_conf
style_synth_01082,send_reminder,0.556,0.927,0.472,0.49,0,low_confidence_default_reject
style_synth_01083,send_reminder,0.754,0.664,0.17,0.111,0,risky_irreversible_low_conf
style_synth_01084,schedule_event,0.76,0.565,0.639,0.236,1,confident_default_accept
style_synth_01085,draft_message,0.578,0.46,0.289,0.204,0,risky_irreversible_low_conf
style_synth_01086,pay_bill,0.91,0.666,0.936,0.171,1,confident_default_accept
style_synth_01087,draft_message,0.806,0.773,0.182,0.31,0,risky_irreversible_low_conf
style_synth_01088,pay_bill,0.704,0.627,0.293,0.46,0,risky_irreversible_low_conf
style_synth_01089,send_reminder,0.925,0.516,0.794,0.366,1,confident_default_accept
style_synth_01090,schedule_event,0.752,0.55,0.931,0.334,1,confident_default_accept
style_synth_01091,send_reminder,0.565,0.656,0.939,0.524,0,low_confidence_default_reject
style_synth_01092,draft_message,0.863,0.701,0.584,0.257,1,high_trust_high_conf
style_synth_01093,pay_bill,0.575,0.891,0.581,0.096,0,low_confidence_default_reject
style_synth_01094,pay_bill,0.855,0.782,0.342,0.185,1,high_trust_high_conf
style_synth_01095,reorganize_files,0.237,0.684,0.167,0.241,0,risky_irreversible_low_conf
style_synth_01096,reorganize_files,0.862,0.377,0.465,0.373,1,confident_default_accept
style_synth_01097,schedule_event,0.75,0.317,0.134,0.158,0,risky_irreversible_low_conf
style_synth_01098,send_reminder,0.857,0.638,0.343,0.394,1,confident_default_accept
style_synth_01099,reorganize_files,0.519,0.711,0.704,0.137,0,low_confidence_default_reject
style_synth_01100,reorganize_files,0.659,0.402,0.585,0.356,0,low_confidence_default_reject
style_synth_01101,send_reminder,0.723,0.75,0.378,0.024,1,high_trust_high_conf
style_synth_01102,draft_message,0.52,0.578,0.635,0.408,0,low_confidence_default_reject
style_synth_01103,pay_bill,0.902,0.757,0.676,0.244,1,high_trust_high_conf
style_synth_01104,schedule_event,0.942,0.234,0.627,0.099,0,low_trust_user
style_synth_01105,reorganize_files,0.66,0.599,0.846,0.171,0,low_confidence_default_reject
style_synth_01106,send_reminder,0.771,0.588,0.035,0.198,1,risky_irreversible_low_conf
style_synth_01107,reorganize_files,0.526,0.708,0.475,0.128,0,low_confidence_default_reject
style_synth_01108,draft_message,0.337,0.638,0.167,0.049,0,risky_irreversible_low_conf
style_synth_01109,schedule_event,0.804,0.127,0.839,0.283,0,low_trust_user
style_synth_01110,send_reminder,0.76,0.562,0.544,0.208,1,confident_default_accept
style_synth_01111,draft_message,0.911,0.435,0.29,0.154,1,confident_default_accept
style_synth_01112,schedule_event,0.946,0.632,0.012,0.265,1,confident_default_accept
style_synth_01113,schedule_event,0.27,0.878,0.409,0.356,0,low_confidence_default_reject
style_synth_01114,schedule_event,0.638,0.78,0.035,0.419,0,risky_irreversible_low_conf
style_synth_01115,schedule_event,0.938,0.265,0.87,0.432,0,low_trust_user
style_synth_01116,send_reminder,0.965,0.342,0.787,0.364,1,confident_default_accept
style_synth_01117,send_reminder,0.76,0.869,0.421,0.448,1,high_trust_high_conf
style_synth_01118,reorganize_files,0.716,0.701,0.584,0.345,1,high_trust_high_conf
style_synth_01119,draft_message,0.834,0.469,0.479,0.392,1,confident_default_accept
style_synth_01120,schedule_event,0.735,0.601,0.977,0.311,0,confident_default_accept
style_synth_01121,reorganize_files,0.72,0.784,0.625,0.586,1,high_trust_high_conf
style_synth_01122,schedule_event,0.679,0.686,0.168,0.331,0,risky_irreversible_low_conf
style_synth_01123,draft_message,0.942,0.368,0.239,0.215,1,confident_default_accept
style_synth_01124,schedule_event,0.647,0.26,0.235,0.399,0,risky_irreversible_low_conf
style_synth_01125,send_reminder,0.724,0.675,0.951,0.388,0,confident_default_accept
style_synth_01126,send_reminder,0.799,0.705,0.953,0.074,1,high_trust_high_conf
style_synth_01127,draft_message,0.625,0.548,0.203,0.469,0,risky_irreversible_low_conf
style_synth_01128,send_reminder,0.705,0.854,0.059,0.092,0,risky_irreversible_low_conf
style_synth_01129,send_reminder,0.936,0.945,0.391,0.028,1,high_trust_high_conf
style_synth_01130,pay_bill,0.77,0.558,0.087,0.329,0,risky_irreversible_low_conf
style_synth_01131,schedule_event,0.557,0.435,0.114,0.086,0,risky_irreversible_low_conf
style_synth_01132,schedule_event,0.65,0.184,0.201,0.222,0,risky_irreversible_low_conf
style_synth_01133,draft_message,0.397,0.757,0.046,0.604,0,risky_irreversible_low_conf
style_synth_01134,reorganize_files,0.981,0.785,0.492,0.119,1,high_trust_high_conf
style_synth_01135,reorganize_files,0.803,0.564,0.453,0.018,1,confident_default_accept
style_synth_01136,reorganize_files,0.922,0.762,0.844,0.392,1,high_trust_high_conf
style_synth_01137,schedule_event,0.739,0.66,0.235,0.604,0,risky_irreversible_low_conf
style_synth_01138,reorganize_files,0.878,0.577,0.164,0.455,1,confident_default_accept
style_synth_01139,draft_message,0.904,0.593,0.147,0.189,1,confident_default_accept
style_synth_01140,send_reminder,0.572,0.747,0.537,0.65,0,novel_action_distrust
style_synth_01141,draft_message,0.463,0.665,0.714,0.491,0,low_confidence_default_reject
style_synth_01142,send_reminder,0.635,0.626,0.475,0.087,0,low_confidence_default_reject
style_synth_01143,reorganize_files,0.955,0.656,0.991,0.383,1,confident_default_accept
style_synth_01144,reorganize_files,0.929,0.535,0.023,0.372,1,confident_default_accept
style_synth_01145,reorganize_files,0.853,0.516,0.779,0.413,1,confident_default_accept
style_synth_01146,send_reminder,0.758,0.368,0.106,0.311,0,risky_irreversible_low_conf
style_synth_01147,schedule_event,0.291,0.853,0.391,0.051,0,low_confidence_default_reject
style_synth_01148,reorganize_files,0.944,0.666,0.246,0.567,1,confident_default_accept
style_synth_01149,pay_bill,0.789,0.751,0.01,0.216,0,risky_irreversible_low_conf
style_synth_01150,schedule_event,0.711,0.477,0.601,0.544,1,confident_default_accept
style_synth_01151,draft_message,0.669,0.5,0.868,0.406,1,low_confidence_default_reject
style_synth_01152,schedule_event,0.879,0.477,0.585,0.301,1,confident_default_accept
style_synth_01153,schedule_event,0.268,0.634,0.563,0.366,0,low_confidence_default_reject
style_synth_01154,schedule_event,0.801,0.383,0.738,0.379,1,confident_default_accept
style_synth_01155,schedule_event,0.703,0.457,0.641,0.331,1,confident_default_accept
style_synth_01156,pay_bill,0.919,0.649,0.162,0.101,1,confident_default_accept
style_synth_01157,pay_bill,0.937,0.755,0.068,0.233,1,high_trust_high_conf
style_synth_01158,pay_bill,0.931,0.638,0.994,0.557,1,confident_default_accept
style_synth_01159,pay_bill,0.935,0.72,0.742,0.183,1,high_trust_high_conf
style_synth_01160,send_reminder,0.629,0.378,0.241,0.683,0,risky_irreversible_low_conf
style_synth_01161,pay_bill,0.609,0.395,0.426,0.124,0,low_confidence_default_reject
style_synth_01162,send_reminder,0.699,0.492,0.579,0.234,0,low_confidence_default_reject
style_synth_01163,reorganize_files,0.606,0.789,0.887,0.062,1,low_confidence_default_reject
style_synth_01164,draft_message,0.844,0.597,0.377,0.211,1,confident_default_accept
style_synth_01165,send_reminder,0.586,0.277,0.987,0.286,0,low_trust_user
style_synth_01166,pay_bill,0.775,0.277,0.125,0.282,0,risky_irreversible_low_conf
style_synth_01167,pay_bill,0.829,0.498,0.546,0.341,0,confident_default_accept
style_synth_01168,schedule_event,0.938,0.213,0.279,0.282,0,low_trust_user
style_synth_01169,pay_bill,0.887,0.6,0.059,0.251,0,confident_default_accept
